"rwide","locisigma","Ne","nloci","width","opt","K"
0.113228090060943,7.34933353802937,14971.5236972496,31.6421223251809,0.18441120568924,74.1816216370819,"""c(1.0, 0.0, 0.0)"""
0.425567283318287,7.25884713595472,9973.43433638696,27.1588787787123,0.249402864364436,26.8933876593542,"""c(1.0, 0.0, 0.0)"""
0.394911766707537,4.21724759065951,14628.3273746672,67.7841965767459,0.331119185402562,76.578279462341,"""c(1.0, 0.0, 0.0)"""
0.155404526666871,5.50162596460282,5417.97025923561,78.5809322637285,0.128171585014568,22.8225633197394,"""c(1.0, 0.0, 0.0)"""
0.346422478237741,6.42640419610111,4701.37538147771,84.5581474338364,0.153467720143284,37.9143383950618,"""c(1.0, 0.0, 0.0)"""
0.0862172741434506,8.16321690807263,15961.8500905646,67.4298702137903,0.325859867613516,73.3715817913546,"""c(1.0, 0.0, 0.0)"""
0.313905206441405,5.60486256148627,12375.7086215634,27.9428352480541,0.266458527204421,68.8203833605833,"""c(1.0, 0.0, 0.0)"""
0.122013208709518,3.48060360174886,13500.5206670198,79.6538012398205,0.212053961309251,75.8577459960161,"""c(1.0, 0.0, 0.0)"""
0.305534076103072,7.54198904969908,14995.5372335281,65.7459021287973,0.13562988110501,75.7684716157305,"""c(1.0, 0.0, 0.0)"""
0.233861448284301,4.53330656596452,16254.0532491307,75.2528868192173,0.270402210746426,30.1680363428118,"""c(1.0, 0.0, 0.0)"""
0.393598473427005,7.45357162184348,7099.51387491305,25.9819281783048,0.118850900395785,30.5061895241556,"""c(1.0, 0.0, 0.0)"""
0.270251742982737,4.88931912450212,6009.16460200601,43.1576114328107,0.336288745957977,54.7613133335456,"""c(1.0, 0.0, 0.0)"""
0.104391632503621,8.14985543953498,9766.64682705004,37.7254308588258,0.234865406385282,78.3219778685134,"""c(1.0, 0.0, 0.0)"""
0.108647480338391,3.07026144554002,7395.59803993886,73.0386103427768,0.351345483310427,58.9598173590343,"""c(1.0, 0.0, 0.0)"""
0.132964357736682,3.09774933044482,15282.8451251111,55.1851859045164,0.24367299531985,26.1192096406576,"""c(1.0, 0.0, 0.0)"""
0.127606550342762,7.59698195710084,9993.61506350044,65.6227750830606,0.397216455812122,65.4833366951098,"""c(1.0, 0.0, 0.0)"""
0.340675883453628,7.41751281055429,3992.11921879985,30.2309882464799,0.299678947995941,80.1745512007988,"""c(1.0, 0.0, 0.0)"""
0.108112970283287,5.9686881371837,16007.8118081663,79.9453838006248,0.0993126031779803,29.2263731545565,"""c(1.0, 0.0, 0.0)"""
0.304602898977578,4.35575462167135,12545.2290329458,24.2307394627016,0.398287514516416,73.0328479388775,"""c(1.0, 0.0, 0.0)"""
0.380366301851495,2.46698259887219,7061.02140130092,75.204344286276,0.393536279007965,34.9197513620802,"""c(1.0, 0.0, 0.0)"""
0.263856884850156,3.01628288027205,10669.6743242723,20.5818568495415,0.114705713731231,31.8118514541259,"""c(1.0, 0.0, 0.0)"""
0.1314911046926,4.7260458615084,3975.34724729492,86.6344698518735,0.125925862177452,78.3907481173324,"""c(1.0, 0.0, 0.0)"""
0.244106004964124,1.62272113364149,15140.5098766918,39.2926921788146,0.127843313853263,39.3724667336476,"""c(1.0, 0.0, 0.0)"""
0.142344237893894,7.33879171004769,8150.70935157403,69.9068394096726,0.189395893166313,29.5142335176765,"""c(1.0, 0.0, 0.0)"""
0.0833060675711295,2.17464656934933,11997.1711300654,19.7455074727618,0.307335511036452,66.3397137270902,"""c(1.0, 0.0, 0.0)"""
0.380722195098997,5.93311468611669,6789.3884656103,83.954778554277,0.247387021784383,62.2441504753531,"""c(1.0, 0.0, 0.0)"""
0.118459129324151,1.84186655902674,7409.3195109773,85.7640455033068,0.304942344558399,69.6775484737068,"""c(1.0, 0.0, 0.0)"""
0.0929197940724862,3.55041093215786,9721.0522001513,58.1953308258726,0.159664213764758,35.069709451848,"""c(1.0, 0.0, 0.0)"""
0.102091086058977,4.38720829710226,4647.41377438793,38.5210605755997,0.187190678712506,29.7970595445734,"""c(1.0, 0.0, 0.0)"""
0.153767011073001,3.2028759062787,3182.0066193487,70.1928760339786,0.288964599797877,83.7766551800967,"""c(1.0, 0.0, 0.0)"""
0.414679353722363,2.42152255500762,10414.8303465253,21.3762091906353,0.379600300941595,28.0893642327057,"""c(1.0, 0.0, 0.0)"""
0.172609759542297,3.43164445080436,7194.85255236402,61.8343963034099,0.287834384045216,33.0289553082816,"""c(1.0, 0.0, 0.0)"""
0.250727939300305,2.50206510552327,16143.9840276058,72.9019849470485,0.302519435421328,46.1243741921649,"""c(1.0, 0.0, 0.0)"""
0.308907132443096,8.52627710948195,6884.59679770674,71.2647556868585,0.120335065387458,77.9648729256235,"""c(1.0, 0.0, 0.0)"""
0.218826041975603,2.97269492348062,11777.2860353947,83.5079200583184,0.25607221133852,23.6972504856319,"""c(1.0, 0.0, 0.0)"""
0.371891673346795,2.09436213339027,16120.9020015078,43.3254078338507,0.22150998059161,51.9286240525903,"""c(1.0, 0.0, 0.0)"""
0.0998648910127713,6.05137418368645,6750.90553082971,74.0491385205435,0.276949132066308,17.847248700032,"""c(1.0, 0.0, 0.0)"""
0.242792111811809,7.38877355511706,11865.8718795101,30.3011348642819,0.373032787065457,42.0169617718786,"""c(1.0, 0.0, 0.0)"""
0.365245740428918,5.24695346816511,7796.18959938641,53.67382626569,0.386564851035425,55.0348814970523,"""c(1.0, 0.0, 0.0)"""
0.243571178864272,6.0106187827558,10485.0019360456,17.8778490613097,0.0999666441285034,37.5193678148626,"""c(1.0, 0.0, 0.0)"""
0.393147844709006,8.12373061455912,15087.2689851669,34.8773573809981,0.138817920728444,54.396229277766,"""c(1.0, 0.0, 0.0)"""
0.106476740111816,7.07948942080864,10464.1021023182,18.9953058496669,0.122839358462867,84.3774918044912,"""c(1.0, 0.0, 0.0)"""
0.16973859887014,5.81068335006598,16039.2458854911,29.199087571194,0.430714043587662,69.5095275227598,"""c(1.0, 0.0, 0.0)"""
0.0823963335095641,1.22128263280856,14824.867480498,71.6431636780389,0.383502779209179,38.8470840312366,"""c(1.0, 0.0, 0.0)"""
